"Date","Open","High","Low","Close"
"12 Oct 2018","26103.60","26471.70","26097.20","26378.40"
"11 Oct 2018","25570.05","26166.35","25346.45","25831.25"
"10 Oct 2018","25591.75","26356.70","25591.75","26324.35"
"09 Oct 2018","25747.20","25837.75","25102.80","25499.95"
"08 Oct 2018","25857.95","25996.15","25285.45","25634.25"
"05 Oct 2018","26396.30","26468.55","25767.95","25903.25"
"04 Oct 2018","26672.40","26819.20","26213.25","26539.15"
"03 Oct 2018","27266.90","27379.65","26881.25","26959.35"
"01 Oct 2018","27231.40","27376.20","26656.75","27307.90"
"28 Sep 2018","27783.35","27839.55","26982.80","27286.50"
"27 Sep 2018","28155.30","28166.35","27592.65","27636.45"
"26 Sep 2018","28278.05","28311.15","27880.70","28104.60"
"25 Sep 2018","27721.85","28135.10","27361.15","28021.05"
"24 Sep 2018","28742.70","28751.05","27719.50","27763.75"
"21 Sep 2018","29348.85","29496.50","27226.50","28632.00"
"19 Sep 2018","29468.35","29549.20","29072.40","29217.65"
"18 Sep 2018","29756.35","29867.50","29307.30","29344.15"
"17 Sep 2018","29901.90","29920.45","29641.25","29769.90"
"14 Sep 2018","29698.60","30050.55","29688.40","30022.25"
"12 Sep 2018","29414.90","29557.85","29094.45","29497.40"
"11 Sep 2018","30001.75","30062.75","29329.75","29360.75"
"10 Sep 2018","30403.70","30505.80","29863.95","29909.95"
"07 Sep 2018","30178.75","30474.30","30009.55","30442.70"
"06 Sep 2018","30045.45","30134.40","29824.35","30105.75"
"05 Sep 2018","29982.80","30064.65","29519.75","29895.10"
"04 Sep 2018","30989.70","31046.00","29950.80","30074.85"
"03 Sep 2018","31431.70","31436.75","30946.15","31022.25"
"31 Aug 2018","31147.70","31371.85","31063.60","31251.70"
"30 Aug 2018","31002.65","31175.20","30938.40","31097.35"
"29 Aug 2018","30819.15","31088.25","30745.50","30981.95"
"28 Aug 2018","30876.75","30953.50","30693.00","30768.10"
"27 Aug 2018","30662.35","30858.75","30650.80","30807.20"
"24 Aug 2018","30556.25","30642.45","30357.75","30547.15"
"23 Aug 2018","30502.65","30620.70","30380.60","30591.95"
"21 Aug 2018","30377.05","30507.95","30255.35","30417.40"
"20 Aug 2018","30072.65","30308.40","30062.75","30286.40"
"17 Aug 2018","29646.05","29959.25","29643.60","29940.70"
"16 Aug 2018","29619.80","29761.00","29454.25","29498.00"
"14 Aug 2018","29615.85","29740.40","29585.10","29710.50"
"13 Aug 2018","29711.35","29798.50","29526.10","29547.10"
"10 Aug 2018","30117.90","30128.40","29778.95","29867.75"
"09 Aug 2018","30040.90","30140.30","29986.00","30093.55"
"08 Aug 2018","29989.35","30038.95","29856.35","29981.50"
"07 Aug 2018","30027.65","30078.55","29784.90","29934.25"
"06 Aug 2018","29994.50","30056.50","29883.05","29948.55"
"03 Aug 2018","29807.55","30004.85","29795.10","29903.85"
"02 Aug 2018","29761.40","29877.20","29522.60","29702.00"
"01 Aug 2018","29783.35","29886.30","29617.80","29783.15"
"31 Jul 2018","29525.20","29716.65","29417.95","29690.55"
"30 Jul 2018","29367.35","29592.65","29243.70","29563.55"
"27 Jul 2018","29152.40","29326.90","29117.75","29258.45"
"26 Jul 2018","28835.80","29089.40","28827.60","29026.25"
"25 Jul 2018","28845.85","28948.85","28677.75","28758.30"
"24 Jul 2018","28149.95","28807.80","28149.35","28786.25"
"23 Jul 2018","27699.75","28085.20","27691.45","28065.85"
"20 Jul 2018","27443.50","27614.40","27340.80","27593.65"
"19 Jul 2018","27657.90","27715.80","27351.75","27438.95"
"18 Jul 2018","28023.30","28073.20","27519.90","27591.20"
"17 Jul 2018","27631.10","27947.75","27523.80","27904.35"
"16 Jul 2018","28274.20","28275.65","27552.85","27592.45"
"13 Jul 2018","28427.05","28491.75","28191.90","28234.85"
"12 Jul 2018","28562.40","28690.45","28311.80","28367.20"
"11 Jul 2018","28638.65","28682.45","28403.95","28424.00"
"10 Jul 2018","28493.00","28680.35","28478.65","28655.60"
"09 Jul 2018","28318.20","28389.55","28251.00","28361.45"
"06 Jul 2018","27961.65","28319.45","27913.30","28148.05"
"05 Jul 2018","28163.00","28176.00","27955.10","27999.05"
"04 Jul 2018","28142.80","28155.55","27958.80","28113.30"
"03 Jul 2018","28061.10","28212.35","27908.15","28170.50"
"02 Jul 2018","28355.15","28370.85","27885.50","28042.45"
"29 Jun 2018","27921.70","28334.25","27915.15","28291.70"
"28 Jun 2018","28073.45","28176.45","27726.15","27771.35"
"27 Jun 2018","28570.45","28576.25","28061.35","28119.00"
"26 Jun 2018","28406.55","28632.30","28389.75","28505.85"
"25 Jun 2018","28836.40","28880.50","28404.50","28447.70"
"22 Jun 2018","28675.50","28866.75","28450.80","28829.45"
"21 Jun 2018","28933.60","28961.35","28639.95","28675.85"
"20 Jun 2018","28933.40","28968.55","28774.15","28838.55"
"19 Jun 2018","29004.40","29095.40","28733.85","28847.90"
"18 Jun 2018","29237.50","29271.55","29008.70","29064.75"
"15 Jun 2018","29418.75","29485.95","29138.70","29215.65"
"14 Jun 2018","29501.10","29501.30","29277.20","29440.70"
"13 Jun 2018","29618.60","29671.70","29471.40","29491.40"
"12 Jun 2018","29383.30","29575.10","29353.10","29548.75"
"11 Jun 2018","29412.90","29497.00","29309.90","29339.15"
"08 Jun 2018","29120.50","29328.60","29036.85","29320.60"
"07 Jun 2018","28954.90","29232.45","28945.65","29204.65"
"06 Jun 2018","28409.00","28860.75","28382.35","28824.15"
"05 Jun 2018","28684.70","28696.85","28259.65","28390.70"
"04 Jun 2018","29091.85","29105.95","28624.1","28689.25"
"01 Jun 2018","29277.45","29380.75","28916.25","28948"
"31 May 2018","29443.65","29514.25","29184.3","29241.4"
"30 May 2018","29249.6","29468.75","29211.35","29343.35"
"29 May 2018","29453.25","29582.7","29321.4","29428.75"
"28 May 2018","29135.9","29474.65","29122.6","29447.1"
"25 May 2018","28576.85","29010.55","28521.8","28963.4"
"24 May 2018","28509.7","28569.95","28302.65","28481.2"
"23 May 2018","28565.6","28703.3","28364.8","28411.3"
"22 May 2018","28184.3","28593.75","28097.15","28562.5"
"21 May 2018","28633.95","28669.35","28113.75","28179.45"
"18 May 2018","29045.8","29048.75","28549.35","28600.7"
"17 May 2018","29115.6","29172.5","28965.75","29017.2"
"16 May 2018","28932.05","29126.85","28747.15","29022.1"
"15 May 2018","29141.3","29478.25","28897.25","29052.6"
"14 May 2018","29360.6","29362.6","29103.65","29148.45"
"11 May 2018","29370.85","29397.2","29151.3","29288.65"
"10 May 2018","29714.3","29761.3","29246.95","29284.8"
"09 May 2018","29792.05","29809.5","29661.2","29668.95"
"08 May 2018","30014.85","30026.05","29817.75","29842.5"
"07 May 2018","29821.85","29956.85","29743.55","29939"
"04 May 2018","29966.6","29967.45","29681.35","29703.95"
"03 May 2018","30257.45","30276.9","29797.5","29898.9"
"02 May 2018","30794.3","30817.4","30206.75","30287.9"
"30 Apr 2018","30610.1","30706.15","30584.3","30682.65"
"27 Apr 2018","30460.95","30592.65","30436.5","30513.4"
"26 Apr 2018","30475.6","30498.95","30300.75","30326.8"
"25 Apr 2018","30458.65","30514.2","30278.15","30393.05"
"24 Apr 2018","30412.4","30554.05","30332.5","30444.75"
"23 Apr 2018","30263.95","30460.65","30241.85","30391.4"
"20 Apr 2018","30297.45","30322.35","30120.95","30231.4"
"19 Apr 2018","30269.9","30378.35","30206.35","30358.75"
"18 Apr 2018","30257.7","30278.8","30078.9","30139.4"
"17 Apr 2018","30221.95","30224.8","30036","30165.55"
"16 Apr 2018","29843.2","30118","29797.3","30105.05"
"13 Apr 2018","30030.15","30146.75","29868.7","29946.45"
"12 Apr 2018","29987.55","30094.8","29894.1","29956.75"
"11 Apr 2018","30031.55","30057.05","29869.8","30005.95"
"10 Apr 2018","30128.15","30143.1","29869.4","29963.2"
"09 Apr 2018","29996.65","30106.9","29949.95","30002.1"
"06 Apr 2018","29686.25","30019.1","29551.85","29991.55"
"05 Apr 2018","29422.3","29685.4","29408.3","29645.2"
"04 Apr 2018","29535.4","29610.85","29075.5","29119.55"
"03 Apr 2018","29120.4","29482.6","29088.1","29455.55"
"02 Apr 2018","28718.9","29148.25","28635.05","29114.25"
"28 Mar 2018","28734.5","28848.65","28428.55","28545.25"
"27 Mar 2018","28801.8","28895.25","28683.95","28835.75"
"26 Mar 2018","28232.55","28662.9","28194.35","28616.95"
"23 Mar 2018","27949.05","28225.4","27892.35","28189.9"
"22 Mar 2018","28483.75","28598.35","28336.3","28369.65"
"21 Mar 2018","28492.8","28672.45","28418.8","28479.05"
"20 Mar 2018","28082.65","28405.25","28055.7","28358.85"
"19 Mar 2018","28729.05","28741.45","28124.9","28222.05"
"16 Mar 2018","28868","28945.1","28605.8","28647.6"
"15 Mar 2018","28887.65","29035.75","28850.2","28904.95"
"14 Mar 2018","28720.1","28927.7","28677.05","28892.3"
"13 Mar 2018","28492.8","28904.7","28447","28858.3"
"12 Mar 2018","28514.35","28560.4","28278.2","28503.05"
"09 Mar 2018","28412.6","28506.65","28234.3","28290"
"08 Mar 2018","28477.5","28536.4","27968.15","28278.4"
"07 Mar 2018","28579.15","28660.55","28249.95","28297.8"
"06 Mar 2018","29092.4","29166.35","28523.15","28623.3"
"05 Mar 2018","29107.1","29112.8","28743.9","28892.1"
"01 Mar 2018","29416.4","29577.3","29169.65","29202.2"
"28 Feb 2018","29349.8","29489.7","29229.2","29404"
"27 Feb 2018","29717.9","29776.35","29453.85","29534.9"
"26 Feb 2018","29554.9","29688.65","29500","29646.35"
"23 Feb 2018","29035.55","29414.9","29010.9","29375.65"
"22 Feb 2018","29150.35","29150.35","28871.3","28920.45"
"21 Feb 2018","29465.2","29467.9","29096.85","29190.45"
"20 Feb 2018","29211.9","29437.1","29081.1","29315.7"
"19 Feb 2018","29560.85","29560.85","28971.35","29182.55"
"16 Feb 2018","29967.6","30026.6","29381.55","29501.9"
"15 Feb 2018","30184.45","30235.35","29778.4","29833.75"
"14 Feb 2018","30337.45","30353.85","30005.25","30110.25"
"12 Feb 2018","29986.1","30222.1","29930.65","30171.85"
"09 Feb 2018","29285.45","29796.25","29280.35","29728.95"
"08 Feb 2018","29453.25","29919","29429.6","29827.35"
"07 Feb 2018","29527.15","29604.95","29251.4","29351.15"
"06 Feb 2018","28366.8","29288.45","28171","29138.85"
"05 Feb 2018","29250.2","29650","28954.4","29559.05"
"02 Feb 2018","30253.5","30299.85","29454.2","29656.45"
"01 Feb 2018","30605.4","30701.85","29950.8","30524.85"
"31 Jan 2018","30644.4","30709.8","30277.55","30500.3"
"30 Jan 2018","30852.75","30873.4","30664.3","30712.4"
"29 Jan 2018","31132","31239.5","30836.75","30891.2"
"25 Jan 2018","31511.35","31525.7","30949.05","31013.1"
"24 Jan 2018","31538.9","31607.9","31316.25","31440.65"
"23 Jan 2018","31483.85","31700.55","31470.2","31628.3"
"22 Jan 2018","31207.25","31458.25","31082.15","31404.6"
"19 Jan 2018","30953.4","31221.95","30786.35","31165.65"
"18 Jan 2018","31520.1","31546.45","30687.25","30931.85"
"17 Jan 2018","31126.5","31376.3","30653.35","31348.05"
"16 Jan 2018","31719.05","31738.65","31036.6","31122.2"
"15 Jan 2018","31783.15","31888.2","31604","31639.55"
"12 Jan 2018","31786.75","31825","31382.7","31704.85"
"11 Jan 2018","31731.95","31784.95","31584.05","31695.8"
"10 Jan 2018","31829.9","31914.3","31614.1","31727.95"
"09 Jan 2018","31968","31990.8","31651.75","31782.05"
"08 Jan 2018","31764.9","31936.05","31763.5","31919.7"
"05 Jan 2018","31428.65","31729.4","31423.75","31696.15"
"04 Jan 2018","31074.1","31341.75","30971.55","31300.65"
"03 Jan 2018","30932.35","31085.6","30900.9","30973.6"
"02 Jan 2018","31022.85","31060.1","30554.3","30798.3"
"01 Jan 2018","31043.8","31174.75","30855.6","30899.6"
"29 Dec 2017","30855.1","31058.4","30843.1","30964.65"
"28 Dec 2017","30808.4","30875.8","30672.4","30765.55"
"27 Dec 2017","30944.65","31009.1","30641.2","30750.4"
"26 Dec 2017","30860.75","30951.8","30786.9","30899.9"
"22 Dec 2017","30691.55","30805.6","30661.65","30764.8"
"21 Dec 2017","30540.45","30656.45","30462.9","30625"
"20 Dec 2017","30507.7","30587.25","30414.15","30480.45"
"19 Dec 2017","30187.85","30495.65","30176.65","30473.4"
"18 Dec 2017","29615.1","30166.75","29035.05","30042.25"
"15 Dec 2017","29780.6","29851.45","29718.1","29759.7"
"14 Dec 2017","29576.05","29649.6","29232.8","29508.45"
"13 Dec 2017","29786.1","29898.05","29390.4","29496.7"
"12 Dec 2017","30093.9","30104.1","29755","29787.1"
"11 Dec 2017","30149.2","30176.15","30033.65","30087"
"08 Dec 2017","29847.4","30060.25","29839.1","30001.7"
"07 Dec 2017","29250.1","29754.1","29246.55","29711.7"
"06 Dec 2017","29436.3","29504.85","29188.75","29219.65"
"05 Dec 2017","29487.05","29543.75","29197.8","29511.65"
"04 Dec 2017","29583.95","29636.05","29245.35","29489.6"
"01 Dec 2017","29884.85","30012.5","29388.1","29471"
"30 Nov 2017","29951.25","29974.35","29721.2","29768.1"
"29 Nov 2017","30116.1","30181.35","29975.55","30030.35"
"28 Nov 2017","30022.25","30153.7","29923.95","30039.85"
"27 Nov 2017","29906.3","30019.7","29802.75","29994.1"
"24 Nov 2017","29868.45","29931.8","29785.9","29908.95"
"23 Nov 2017","29845.9","29865.75","29613.4","29780.8"
"22 Nov 2017","29938.15","29952.2","29652.6","29791.45"
"21 Nov 2017","29877.65","29951.65","29698.9","29832.7"
"20 Nov 2017","29764.5","29851.85","29643.75","29784.95"
"17 Nov 2017","29690.8","29846.2","29687.35","29754.6"
"16 Nov 2017","29106.85","29423","29029.5","29350.5"
"15 Nov 2017","29282.15","29359.5","28890.45","29014.75"
"14 Nov 2017","29482.7","29555","29319.75","29353.6"
"13 Nov 2017","29713.65","29721.1","29404.6","29447.1"
"10 Nov 2017","29707.55","29824.2","29516.75","29654.8"
"09 Nov 2017","29739.05","29856.45","29378.95","29741.8"
"08 Nov 2017","29840.15","29925","29451","29546.85"
"07 Nov 2017","30390.45","30408.4","29694.95","29779.3"
"06 Nov 2017","30146.05","30356.85","30135.5","30242.2"
"03 Nov 2017","30116.7","30171.9","29951.4","30043.9"
"02 Nov 2017","29956.45","30115.7","29891.1","30020.4"
"01 Nov 2017","29833.8","30035.5","29825.8","29903.7"
"31 Oct 2017","29775.15","29785.3","29495.55","29644.15"
"30 Oct 2017","29478.45","29723.3","29472.3","29674.75"
"27 Oct 2017","29245.3","29475.65","29241","29355.7"
"26 Oct 2017","29094.6","29313.65","29018","29154.1"
"25 Oct 2017","28931.85","29070.75","28804.05","29038.15"
"24 Oct 2017","28833.35","28836.65","28636.2","28676.85"
"23 Oct 2017","28614.8","28763.15","28569.75","28731.25"
"19 Oct 2017","28813.35","28816.35","28469.7","28588.3"
"18 Oct 2017","28814.45","28816.95","28621.9","28740.2"
"17 Oct 2017","28658.9","28797.95","28583.55","28782.7"
"16 Oct 2017","28679.65","28761.85","28534.45","28646.45"
"13 Oct 2017","28659.3","28668.2","28546.65","28575.45"
"12 Oct 2017","28302.85","28558.05","28165.75","28528.85"
"11 Oct 2017","28518.9","28606.45","28051.05","28214.85"
"10 Oct 2017","28336","28430.1","28302.9","28391.6"
"09 Oct 2017","28267.95","28380.45","28139.05","28219.15"
"06 Oct 2017","28049.25","28199.75","28046.15","28176.15"
"05 Oct 2017","27944.75","28081.85","27918.25","27951.85"
"04 Oct 2017","27883.75","27974.7","27792.8","27869.85"
"03 Oct 2017","27837.4","27918.15","27734.45","27819.45"
"29 Sep 2017","27346.75","27736.1","27322.35","27558.9"
"28 Sep 2017","27235.55","27304.8","26929.65","27216.5"
"27 Sep 2017","27808.7","27808.7","27068.55","27132.75"
"26 Sep 2017","27597.65","27794.25","27385.95","27648.1"
"25 Sep 2017","27986.05","27986.05","27234.45","27583.55"
"22 Sep 2017","28600.45","28601.3","27897.35","27947.25"
"21 Sep 2017","28912","28950.25","28479.75","28695.45"
"20 Sep 2017","29040.2","29069.9","28845.2","28886.95"
"19 Sep 2017","28945.8","29015.1","28847.2","28967.05"
"18 Sep 2017","28952.6","28992.15","28851.5","28891.3"
"15 Sep 2017","28781.35","28854.2","28596.4","28781.45"
"14 Sep 2017","28871.5","29035.9","28726","28851.75"
"13 Sep 2017","28914","29051.4","28686.65","28753.5"
"12 Sep 2017","28733.65","28873.2","28656","28852.95"
"11 Sep 2017","28533.5","28690.55","28360.65","28592.5"
"08 Sep 2017","28675.4","28688.7","28307.95","28377.15"
"07 Sep 2017","28539.4","28613.65","28453.85","28583.5"
"06 Sep 2017","28192.8","28419.6","28134.7","28377.15"
"05 Sep 2017","28295.45","28355.75","28178.55","28338.7"
"04 Sep 2017","28353.25","28379.45","27875.6","28183.15"
"01 Sep 2017","28169.05","28370.5","28131.2","28338.35"
"31 Aug 2017","28120.7","28132","27975.4","28054.4"
"30 Aug 2017","27850.25","28101.15","27827.2","28066.8"
"29 Aug 2017","27918.35","27918.35","27577.25","27647"
"28 Aug 2017","27763.3","28000.7","27734.65","27948.85"
"24 Aug 2017","27520.8","27725.6","27459.2","27679.2"
"23 Aug 2017","27232.35","27461.2","27113.6","27441.3"
"22 Aug 2017","27359.45","27474.5","27006.6","27073.95"
"21 Aug 2017","27743.95","27842.1","27168.4","27217.6"
"18 Aug 2017","27562.5","27712.9","27405.85","27657.05"
"17 Aug 2017","27851.35","27975.25","27660.6","27718.35"
"16 Aug 2017","27603.6","27775.15","27400.15","27734.3"
"14 Aug 2017","27094.4","27512.9","27087.5","27464.1"
"11 Aug 2017","26519.65","27169.75","26343.45","26873.85"
"10 Aug 2017","27511.3","27554.5","26579.3","26895.05"
"09 Aug 2017","28079.2","28079.2","27552","27652"
"08 Aug 2017","28559.05","28601.55","28004.5","28144.8"
"07 Aug 2017","28186.75","28556.05","28157.85","28499.25"
"04 Aug 2017","27753.9","28195.4","27700.5","28119.1"
"03 Aug 2017","27760.6","27984.45","27695","27785.3"
"02 Aug 2017","27936.95","27938.5","27630.6","27729"
"01 Aug 2017","27990.25","28038.8","27821.25","27872.95"
"31 Jul 2017","27853.15","27944.35","27726.05","27922.8"
"28 Jul 2017","27509.05","27786.5","27470.1","27759.55"
"27 Jul 2017","27801.75","27873.45","27550.7","27583.25"
"26 Jul 2017","27758.05","27805.4","27691.45","27735.6"
"25 Jul 2017","27691.3","27762.9","27600.95","27711.65"
"24 Jul 2017","27624","27671.8","27562.1","27634.8"
"21 Jul 2017","27590.65","27660.6","27351.75","27605.4"
"20 Jul 2017","27659.8","27695.25","27496.15","27535.55"
"19 Jul 2017","27383.75","27663.8","27373.55","27644.25"
"18 Jul 2017","27396.35","27503.3","27243.35","27277.25"
"17 Jul 2017","27439.75","27504.35","27342.3","27452.15"
"14 Jul 2017","27443.2","27470.7","27251.4","27413.9"
"13 Jul 2017","27291.65","27430.8","27283.2","27405.2"
"12 Jul 2017","26984.7","27198.05","26976.65","27176.3"
"11 Jul 2017","27161.85","27216.7","26901","26929.45"
"10 Jul 2017","26951.9","27129.05","26836.2","27108.15"
"07 Jul 2017","26866.7","26920.15","26774.5","26872.4"
"06 Jul 2017","26847.9","26948.4","26836.8","26869.65"
"05 Jul 2017","26577.5","26786.25","26548.05","26756.05"
"04 Jul 2017","26680.15","26771.5","26509.6","26547.9"
"03 Jul 2017","26340.75","26617.8","26290.15","26588"
"30 Jun 2017","26001.95","26290.65","25913.65","26254.5"
"29 Jun 2017","26126.65","26259.85","26019.05","26054.2"
"28 Jun 2017","25945.25","26078.65","25806.5","26040.15"
"27 Jun 2017","26208.5","26229.6","25774.7","25968.2"
"23 Jun 2017","26544.05","26556.1","26031.55","26157.9"
"22 Jun 2017","26721.5","26819.55","26427.2","26497.1"
"21 Jun 2017","26685.5","26717.65","26601.7","26687.1"
"20 Jun 2017","26713.8","26766.5","26624.95","26684"
"19 Jun 2017","26644.55","26701.9","26565.85","26648.25"
"16 Jun 2017","26535.85","26669.9","26486.55","26550"
"15 Jun 2017","26497.2","26579.35","26418.15","26474.95"
"14 Jun 2017","26635.95","26650.6","26389.8","26507.4"
"13 Jun 2017","26623.9","26704.65","26543.15","26584.7"
"12 Jun 2017","26609.35","26670.2","26458.7","26557.6"
"09 Jun 2017","26538.55","26624.55","26391.55","26606.4"
"08 Jun 2017","26506.35","26586.4","26419.35","26507.25"
"07 Jun 2017","26355.95","26462.15","26316.85","26422.6"
"06 Jun 2017","26479.95","26505.05","26178.7","26264.45"
"05 Jun 2017","26355.15","26546","26319.1","26457.2"
"02 Jun 2017","26203.8","26276.45","26141.5","26254.9"
"01 Jun 2017","26057.35","26140.65","25969.4","26095.75"
"31 May 2017","26027.25","26140.4","25981.65","26027.75"
"30 May 2017","25641.85","25938.5","25481.85","25918.45"
"29 May 2017","26035.75","26085.55","25602","25727.8"
"26 May 2017","25460.35","26011.4","25418.85","25983.3"
"25 May 2017","25255.55","25489.55","25125.6","25407.7"
"24 May 2017","25580.5","25608.4","25030.75","25149.45"
"23 May 2017","25919.5","25919.5","25250.85","25534.85"
"22 May 2017","26282.6","26369.2","25853","25880.5"
"19 May 2017","26399.5","26477.8","25846.85","26099.3"
"18 May 2017","26609.55","26671.2","26193.35","26251.05"
"17 May 2017","26929.9","26983.35","26752.2","26799.55"
"16 May 2017","27029.9","27031.65","26882.05","26940.95"
"15 May 2017","26831.85","26979","26780.65","26949.1"
"12 May 2017","26852.8","26864.05","26546.1","26725.2"
"11 May 2017","26895.3","26947.35","26784.55","26849.65"
"10 May 2017","26578.15","26833.6","26569.35","26806.7"
"09 May 2017","26310.4","26484.15","26223.65","26465.1"
"08 May 2017","26226.95","26297.45","26171.1","26255.3"
"05 May 2017","26508.8","26515.15","26013.4","26142.25"
"04 May 2017","26501.95","26543.95","26419.1","26514.45"
"03 May 2017","26571.35","26640","26386.5","26441.45"
"02 May 2017","26395.65","26522.9","26242.45","26457.55"
"28 Apr 2017","26299.6","26412","26248.05","26323.6"
"27 Apr 2017","26445.65","26470.05","26241.55","26281.1"
"26 Apr 2017","26557.55","26565.65","26170.9","26407.45"
"25 Apr 2017","26183.15","26478","26166.95","26461.4"
"24 Apr 2017","25887.45","26083.4","25845.3","26062.35"
"21 Apr 2017","25913.8","25941.95","25729.75","25845.65"
"20 Apr 2017","25809.95","25873.4","25714.4","25786.75"
"19 Apr 2017","25527.65","25737.35","25494.9","25694.35"
"18 Apr 2017","25861.75","26017.15","25506.95","25539.05"
"17 Apr 2017","25910.35","25969.3","25759.95","25813.25"
"13 Apr 2017","25924.65","25932.45","25823.6","25872.45"
"12 Apr 2017","25901.45","26008.7","25631.95","25915.65"
"11 Apr 2017","25701.75","25908.8","25693.65","25872.8"
"10 Apr 2017","25618.05","25761.1","25559.85","25732.9"
"07 Apr 2017","25513.5","25740.75","25480.75","25552.95"
"06 Apr 2017","25444.95","25580.8","25394.55","25561.4"
"05 Apr 2017","25310.1","25494.95","25238","25478.1"
"03 Apr 2017","25146.9","25248.4","25106.7","25217.15"
"31 Mar 2017","25066.25","25161.7","25026.1","25119.45"
"30 Mar 2017","24936.25","25063.05","24920.8","25013"
"29 Mar 2017","24940.5","24950.25","24810.2","24911.2"
"28 Mar 2017","24765.15","24925.65","24752.25","24892.3"
"27 Mar 2017","24819.1","24868","24678.9","24701.9"
"24 Mar 2017","24830.95","24931.25","24786.55","24805.5"
"23 Mar 2017","24702.55","24820.85","24696.1","24795.85"
"22 Mar 2017","24593.45","24599.1","24443.5","24550.15"
"21 Mar 2017","24919.5","24919.5","24622.85","24781"
"20 Mar 2017","24977.25","24977.25","24847.85","24918.65"
"17 Mar 2017","24995.7","25022.45","24821.05","24914.8"
"16 Mar 2017","24702.8","24938.65","24694.7","24924.9"
"15 Mar 2017","24473.3","24622.9","24445.2","24581.95"
"14 Mar 2017","24395.2","24463.25","24247.8","24425.9"
"10 Mar 2017","24148.2","24213.45","23976.25","24042.35"
"09 Mar 2017","24126.35","24185.35","24044.15","24089.85"
"08 Mar 2017","24240.35","24240.45","23953.9","24124.1"
"07 Mar 2017","24275.75","24291.35","24174.45","24203.8"
"06 Mar 2017","24182.55","24252.5","24143.5","24228.35"
"03 Mar 2017","24052.5","24130.05","23909.85","24091.2"
"02 Mar 2017","24588.95","24617.95","24056.7","24102.7"
"01 Mar 2017","24509.6","24563.95","24401.45","24456.65"
"28 Feb 2017","24401.85","24471.85","24349.5","24424.35"
"27 Feb 2017","24375.75","24450.7","24328.8","24349.55"
"23 Feb 2017","24495.05","24532.6","24335.3","24376.85"
"22 Feb 2017","24668.35","24671.7","24403.45","24462.9"
"21 Feb 2017","24452.7","24641.5","24424.05","24614.05"
"20 Feb 2017","24286.8","24423.5","24218.55","24405.35"
"17 Feb 2017","24230","24317.15","24118.95","24250.8"
"16 Feb 2017","23707.4","24126.25","23580.6","24084.1"
"15 Feb 2017","23956.5","24008.95","23592.15","23673.6"
"14 Feb 2017","24260.95","24261.25","23910.45","23974.85"
"13 Feb 2017","24280.1","24298.1","24005.05","24204.3"
"10 Feb 2017","24324.55","24325.95","24140.95","24201.85"
"09 Feb 2017","24254","24337.45","24042.75","24257.8"
"08 Feb 2017","24225","24321.15","24042.45","24249.2"
"07 Feb 2017","24267.4","24312.2","24009.5","24130.35"
"06 Feb 2017","24089.4","24230.45","24073.5","24205.75"
"03 Feb 2017","23985.1","24055.25","23858.5","23943.15"
"02 Feb 2017","23795.1","23978.6","23728.35","23916.6"
"01 Feb 2017","23350.5","23783.1","23258.9","23756.9"
"31 Jan 2017","23704.1","23709.6","23240.05","23279.3"
"30 Jan 2017","23505.15","23686.1","23438.65","23651.35"
"27 Jan 2017","23429.2","23657.9","23414.9","23520.3"
"25 Jan 2017","23155.3","23434.65","23121.85","23395.6"
"24 Jan 2017","22927.75","23111.8","22881.6","23087.35"
"23 Jan 2017","22640.05","22856.8","22626.3","22843.3"
"20 Jan 2017","22940.65","23000.65","22604.55","22646.05"
"19 Jan 2017","22926.7","23004.35","22897.2","22983.95"
"18 Jan 2017","22827.7","22977.95","22811.4","22919.1"
"17 Jan 2017","22856.65","22911.35","22724.7","22779.35"
"16 Jan 2017","22679.3","22802.2","22617.2","22789.9"
"13 Jan 2017","22696.15","22705.15","22499.45","22647.65"
"12 Jan 2017","22584.2","22646.5","22501.25","22622.7"
"11 Jan 2017","22346.4","22560.25","22319","22543.25"
"10 Jan 2017","22108.75","22276.55","22080.55","22260.5"
"09 Jan 2017","22098.7","22125","22009.9","22035.5"
"06 Jan 2017","22141.95","22227.6","21977.3","22024.45"
"05 Jan 2017","21829.55","22087.75","21822.95","22074.6"
"04 Jan 2017","21821.2","21866.1","21681.35","21724.85"
"03 Jan 2017","21640.35","21804.9","21588.4","21753.45"
"02 Jan 2017","21488.55","21604.7","21346.4","21580.25"
"30 Dec 2016","21229.5","21433.45","21223.45","21389.7"
"29 Dec 2016","20906","21199.65","20892.3","21151.75"
"28 Dec 2016","20897.95","21089.25","20862.35","20902.25"
"27 Dec 2016","20449.45","20836.8","20322.35","20811.75"
"26 Dec 2016","20754.15","20763.1","20405.6","20426.2"
"23 Dec 2016","20910.55","21032.25","20726.05","20798.35"
"22 Dec 2016","21236.6","21239.4","20857.95","20892.45"
"21 Dec 2016","21349.75","21359.95","21224.5","21260.95"
"20 Dec 2016","21452.75","21492.4","21219.2","21273.2"
"19 Dec 2016","21630.6","21630.6","21423.3","21450.4"
"16 Dec 2016","21674.6","21704.65","21527.45","21593.4"
"15 Dec 2016","21513.25","21829.4","21494.15","21630.55"
"14 Dec 2016","21915.65","21917.2","21651.2","21666.65"
"13 Dec 2016","21960.9","21969.25","21759.45","21865"
"12 Dec 2016","22238.15","22238.15","21918.35","21965.45"
